user,message
Abhishek MnC,"Camere ko q badnam kr rhi ho😂
"
Abhishek MnC,"Sidha sidha bolo...😂
"
Manisha Jaishwal Mnc,"beh khrab h toh h
"
Rishav Ranaut(MnC) Roommate,"are wo iski dp se me dar gya tha pehle bali se to change krbaaai hai
"
Ankit Anand Mnc,"null
"
Ankit Anand Mnc,"Hamare college ke balcony se aisa dikhta tha
"
Manisha Jaishwal Mnc,"Mst h
"
Ankit Anand Mnc,"Ha udhar bhi sirf pahad hi tha , mast tha
"
Manisha Jaishwal Mnc,"kha tha Clg??
"
Ankit Anand Mnc,"Jamshedpur
"
Ashish Mnc,"Itna time rhta hai kya?
Daily daily DP change krne ka
"
Manisha Jaishwal Mnc,"Acha
"
Manisha Jaishwal Mnc,"Bhut busy insaan ho yrr tum ... Sbse Vella insaan mai hi hu lgta h🤣🤣
"
Ashish Mnc,"Ha bhut
"
Ashish Mnc,"<Media omitted>
"
Ashish Mnc,"@918340354033 @919123870910 @917980971131 @917891273930 @918839279483
"
Manisha Jaishwal Mnc,"Delete kr do yrr 🤣
"
Ashish Mnc,"Tumko kya problem tu to sahi se aayi bhi nhi video me😂
"
Shakti Singh Mnc,"@918092038595 ko bi deko starting me🤣
"
Rishav Ranaut(MnC) Roommate,"🤣🤣🤣🤣🤣🤣
"
Abhishek MnC,"Siya ko dekho apne pati se sharmate huye ..😂
"
Abhishek MnC,"Surajwa btc ko dekho...😂
"
Ashish Mnc,"Aree areee
"
Manisha Jaishwal Mnc,"Sbse jda hasi Asutosh ko dekh k aaya
"
Manisha Jaishwal Mnc,"🤣🤣
"
Suraj Kumar,"Bosdii wla
"
Abhishek MnC,"Siya ko suit pahna denge bsdwala uspe v line marne lagega...
"
Suraj Kumar,"G  utha k chal diya
"
Abhishek MnC,"Or sla..badnam hamko karega
"
Ashish Mnc,"😂
"
Suraj Kumar,"Ankit k dance mast hai bhai
"
Abhishek MnC,"Tum shakti se pass girwi rakh ke jaata h kya...😂
"
Rishav Ranaut(MnC) Roommate,"seth ji ke aage koi tik skta h kya
"
Suraj Kumar,"Karega bakchodi
"
Ankit Anand Mnc,"Ga** mar lo har jagha mera tm 😶‍🌫️
"
Ashish Mnc,"Kya Shakti birthday me Mann nhi bhara kya?
"
Suraj Kumar,"<Media omitted>
"
Ankit Anand Mnc,"Tm bhi maar lo ab 🤬
"
Suraj Kumar,"Dance achha hai bhai is kya marna
"
Suraj Kumar,"🥺
"
"Sujit MNC Das(Patna, Howrah)","<Media omitted>
"
Abhishek MnC,"Batukwa dikh ni rha h video me 😂 <This message was edited>
"
Shakti Singh Mnc,"Areee areee bhaiii me kha tha bhul gye kya wo @917478789490  tha😅
"
Abhishek MnC,"Tere hath ka G maar liya...😂
"
Rishav Ranaut(MnC) Roommate,"😂
"
Ankit Anand Mnc,"24 raat 🤫🤫🤫
"
Abhishek MnC,"Hath bach gya ...chhed karte huye niklta😂
"
Rishav Ranaut(MnC) Roommate,"happy hug day cuties
"
Ankit Anand Mnc,"Tmhara bhi Kota bakki h
"
Lucky MnC,"apne haath se... hathiyaar rok rha tha😌
"
Shakti Singh Mnc,"Bhai ko bachne ke chaker me🤦🏻‍♂️
Or bhai h ki blame muje he kr rha h😬😬
"
Abhishek MnC,"Shakti ke ungliyo ke sath mil  gya seth ji ka....shakti ke pass 6 ungli😂 <This message was edited>
"
Rishav Ranaut(MnC) Roommate,"🤣
"
Abhishek MnC,"Shakti be like...mera 2-2 angutha ..mera 2-2 angutha😂
"
Shakti Singh Mnc,"Sab se choti wali🤣🤣🤣🤣
"
Lucky MnC,"wahi na bhai.. apna kaam apna... aur dusre ka kaam bojh smjhti hai ye🙂
"
Ashish Mnc,"Aur bheju kya?
"
Ashish Mnc,"+1000
"
Abhishek MnC,"Bhej bhej😂
"
Lucky MnC,"maalkin ka coaching class pura ho gya😌
"
Ashish Mnc,"<Media omitted>
"
Ashish Mnc,"<Media omitted>
"
Ashish Mnc,"<Media omitted>
"
Ashish Mnc,"<Media omitted>
"
Abhishek MnC,"Iske jaisa ni h kya or..
"
Abhishek MnC,"Jisme manisha uchhal rhi h 😂
"
Ashish Mnc,"Nhi ye bs ek hi hai
"
Ashish Mnc,"@918839279483 😂🤣
"
Lucky MnC,"tere ko lagta hai maalik idhar wo sb bhejenge🙂
"
Lucky MnC,"bhaga hi le jaata usee.. badnaam toh ho hi rha hu waise bhi🥲
"
Abhishek MnC,"Aree bsdk 😂
"
-- Raja,"possessive
"
Ashish Mnc,"Ha bhaga lena chahiye tha na Kahi sunsan road pr
"
Ashish Mnc,"Ultra possessive
"
Abhishek MnC,"Alag hi gens h dekh kaisa structure h uska..😂
"
Ankit Anand Mnc,"*gene
"
Abhishek MnC,"Aree yrr seth apni G bachao na😂
"
Lucky MnC,"just focus on mughalsarai
"
Ankit Anand Mnc,"Tension nai bhai , lucky ka birthday Bina room partner ka complete nai hoga
"
Ankit Anand Mnc,"Dubara Manega
"
Abhishek MnC,"Aree bhai bhai bhai..😂
"
Ankit Anand Mnc,"Suraj Aur lucky saath me
"
Ankit Anand Mnc,"Bach Lena bhai Hm se bs us din
"
Ankit Anand Mnc,"😝
"
Abhishek MnC,"<Media omitted>
"
Lucky MnC,"kitna manaayega bhai.. saala 10 min mein 2 cake kaat diya😅
"
Ashish Mnc,"Lucky soch rha hoga 
Phir se vo do din milega kya Siya ke saath 😂
"
Ankit Anand Mnc,"Dubara katwaenge
"
Abhishek MnC,"Cake cake..😂
"
Lucky MnC,"bs siya se mat katwa dena
"
Ashish Mnc,"Is baar siya ko bhi invite krna
"
Ankit Anand Mnc,"Best friend h bhai Suraj ka plus room partner
"
Lucky MnC,"2 janam bhi kam padh jaayenge uske saath😌
"
Abhishek MnC,"Leke lazeez chla jaaye
"
-- Raja,"Lucky ka fake birthday mana te hai
"
Abhishek MnC,"Lucky ka jan pahchan badhaya jaaye
"
Lucky MnC,"banwa do nakli birth certificate
"
Ashish Mnc,"Ye Manisha nhi Jane degi 
Bola tha le kr chlna nhi lekr aayi Siya ko
"
-- Raja,"Fir siya ko bula k katwa dete hai <This message was edited>
"
Lucky MnC,"isee lagta hai.. humlog khaa jaayenge usee
"
Abhishek MnC,"Jalankhor h ...tum mt dekhna siya ko
"
Manisha Jaishwal Mnc,"Abe mujhe q bich me la rhe kr lo invite phone number h n sbke pas
"
"Sujit MNC Das(Patna, Howrah)","Wahhhh launda wahhhh 🫡 <This message was edited>
"
-- Raja,"Cake
"
Lucky MnC,"naa
"
Ashish Mnc,"Kahe re😂
"
Abhishek MnC,"Isme galat kya h 🌚
"
Manisha Jaishwal Mnc,"Abe dehati insaan jodi bnane k alawa koi kaam nhi h ...
"
Lucky MnC,"launde likh de bhai... ajeeb lg rha msg
"
Rishav Ranaut(MnC) Roommate,"😂😂😂
"
Lucky MnC,"humlog nhi.. sirf mai khaaunga😌
"
Abhishek MnC,"Aane do 2 mukka milega ashirwad me😂 <This message was edited>
"
Ashish Mnc,"Phle bite apne friend ko khilate na 
Me hu na tumhara bestfriend
"
-- Raja,"Ye badhiya tha
"
"Sujit MNC Das(Patna, Howrah)","<Media omitted>
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
-- Raja,"Shadi kab hai
"
Lucky MnC,"khudki toh bni hui hai.. hamaari bnwa de.. tujhe koi pareshaan bhi nhi krega
"
Lucky MnC,"ask maalkin
"
Lucky MnC,"aisa hu na.. isliye single hu😌
"
Manisha Jaishwal Mnc,"Toh abhi nhi bnayi n mai bhut phele se h agr yha bnati toh help kr deti abhi khud ki help khud se kro
"
Ashish Mnc,"Ghanta mera
"
Abhishek MnC,"Khud ki help khud se...😂
"
"Sujit MNC Das(Patna, Howrah)","Ab toh mil gaya na
"
Manisha Jaishwal Mnc,"Isliye help nhi krti bkwas krna bnd kr do help krungi
"
Lucky MnC,"compare mt kr.. tumhare pass  opportunity daud k aati hai.. hum ladko k pass nhi aati
"
Abhishek MnC,"Definition of mast****n😂
"
Lucky MnC,"help kr de.. bkwas nhi krunga
"
Manisha Jaishwal Mnc,"Kitni samsya h yrr tumko ... Suno n cycle de dena meri cycle khrab h tum log gym wale paidal aana <This message was edited>
"
-- Raja,"Kar do help..kya yaar
"
Abhishek MnC,"Tum v mang lo isi me..😂
"
Lucky MnC,"upr se photo bhi nhi dikhayi.. kam se kam pata toh chale ye BF prajati k log kaise hote.. Kya krna padhta.. koi course wagera kru
"
-- Raja,"Atmnirbhar
"
Manisha Jaishwal Mnc,"Padhi kro yrr pura time waste kr dete
"
Lucky MnC,"Ask dubey ji.. wo bhi tujhse cycle maanga tha.. jaa wo de dega cycle.. apna kidney bech k dega tere ko
"
Ashish Mnc,"Dinbhar padhne vale log
"
Abhishek MnC,"Dubey ek din mila hostel ke niche ...bolta h jata hu library ladki tadne..😂 <This message was edited>
"
Lucky MnC,"Tujhe kisi ne bulaya idhar.. Timepass krne aati khud😂
"
Rishav Ranaut(MnC) Roommate,"bechari manisha akeli pad jati
"
Ashish Mnc,"Ek BTech vali ke pichhe pada hai
"
Abhishek MnC,"Ashutosh v tha us time mere sath
"
Abhishek MnC,"Ha dekhe to the hamlog
"
Abhishek MnC,"Tu h na uska priye mitra
"
Lucky MnC,"pichhe pada hai toh thik hai.. aage pada hota toh dikkat ki baat hoti😌
"
Rishav Ranaut(MnC) Roommate,"me ni raha ab😅
"
Rishav Ranaut(MnC) Roommate,"ek raat me sb kuch badal chuka h
"
Lucky MnC,"uska BF hai.. uska support system.. mere babu ne CDE padh liya bolne waala hai uski zindgi mein
"
Abhishek MnC,"Kitna gaharai h is statement me😂
"
Rishav Ranaut(MnC) Roommate,"🤣🤣🤣
"
Lucky MnC,"raat bhar mein gehraai naap li
"
Lucky MnC,"jb tk maths hai.. Tb tk ye unke priye mitra hai😂
"
Abhishek MnC,"<Media omitted>
"
Lucky MnC,"Siya hoti.. toh idhr msg hi nhi krta😌
"
Ashish Mnc,"Aisa kya krdiya Raja ne tumhare saath
"
Rishav Ranaut(MnC) Roommate,"are  upr pdh😂
"
Lucky MnC,"ye toh shakti se pucho😌
"
Abhishek MnC,"Koi porn ka site batao na ...achha wla?
"
Lucky MnC,"saala jaise jaise 14 feb nazdik aa rha.. reply jyada straightforward ho rhe mera🥲
"
Lucky MnC,"Contact sethji
"
Abhishek MnC,"Life me straight hi rahna h bhai🙂
"
Rishav Ranaut(MnC) Roommate,"bhai kal ek baat btaauga😂
"
Abhishek MnC,"Aaj batane me kya problem h?
"
-- Raja,"@anisha wala?
"
Lucky MnC,"tedha hai pr mera hai😌
"
Rishav Ranaut(MnC) Roommate,"😂😂😂
"
-- Raja,"Kal exam k baad 🤣
"
Sovan MnC,"Drive k link do bhai
"
Lucky MnC,"bata de bhai.. wrna attendance sheet delete kr dunga😂
"
Abhishek MnC,"Aree ye bs react karne ke liye ni bheja tha..
"
Abhishek MnC,"Batao koi
"
Abhishek MnC,"Apna apna watching site bata do
"
Abhishek MnC,"M filter kr Lunga
"
Lucky MnC,"bc ye sb exam time hi chahiye hota hai kya😂
"
Sovan MnC,"Ha. Stress kam k liye
"
Abhishek MnC,"Bhej bhej sovan bhai
"
Lucky MnC,"yha toh wifi se khul hi nhi rha websites🥲 <This message was edited>
"
Sovan MnC,"Ha ab nhi khul raha.
"
Sovan MnC,"This message was deleted
"
Lucky MnC,"aur vpn mein bahut buffer krta hai
"
Abhishek MnC,"Mtb m aau ki ni ye bta do😂
"
Lucky MnC,"TA duty de dena.. baaki aana nhi aana dekh lo
"
Abhishek MnC,"Ab ni karna padega bhai 😅
"
Lucky MnC,"sovan bhai pura url send kr rha kya😂
"
Abhishek MnC,"Aree iske pass mp4 me pda hoga ...😂
"
Lucky MnC,"telegram mein 399 mein pura collection dekha mai😌
"
Abhishek MnC,"<Media omitted>
"
Lucky MnC,"aree kharida nhi hu mai
"
Abhishek MnC,"Free ka dekh leta hu...399 ka muraga kha lunga😂
"
Manisha Jaishwal Mnc,"Kaun si baat
"
Manisha Jaishwal Mnc,"Number h n ??
"
Abhishek MnC,"Khud hi time waste karne aa jaati h idhr..😂
"
Manisha Jaishwal Mnc,"<Media omitted>
"
Manisha Jaishwal Mnc,"Ja rhi sone ab ... Apna kaam kr k aati waise mai 🤣 brk lene
"
Manisha Jaishwal Mnc,"But kbhi kbhi jda time waste ho jata jb bhut msg aate tb
"
Rishav Ranaut(MnC) Roommate,"finally sach boldia
"
group_notification,"Rishav Ranaut(MnC) Roommate pinned a message
"
Lucky MnC,"ab kuch bolunga.. toh goli maar degi
"
Lucky MnC,"ye pinned msg acha kaam kiya CR
"
Lucky MnC,"Nhi hai.. naa tu dene waali hai.. aur ab na chahiye.. bheekh maang maang k thak gya hu
"
Rishav Ranaut(MnC) Roommate,"sachai bahar aayi hai finally
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Ashish Mnc,"So cruel
Itna mangne ke baad bhi nhi diya number
"
Abhishek MnC,"https://youtu.be/BrzNIg_4Qkk?si=a2dsw-rfdfappKWK
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Ashish Mnc,"Ab kya hua tere ko
"
Rishav Ranaut(MnC) Roommate,"😂😂
"
Ankit Anand Mnc,"null
"
Ankit Anand Mnc,"@918839279483 @918016037286 🤪🤪🤪
"
Mintu MnC,"Kal jayega
"
Ankit Anand Mnc,"Kaha Aur kaun ?
"
Mintu MnC,"Wireless class
"
Ankit Anand Mnc,"Aaj to class off h na
"
Mintu MnC,"🤭🤭🤭🤭
"
Mintu MnC,"Kal bol raha hu
"
Ankit Anand Mnc,"🤪🤪🤪❣️❣️❣️
"
Ankit Anand Mnc,"Ok
"
Ankit Anand Mnc,"https://youtu.be/ZFwgCE9RWlA?si=z8GdC-5LSvQPl5Gt
"
Ankit Anand Mnc,"Enjoy at your own risk ⚠️
"
Lucky MnC,"south se pyaar ho gya hai bhai🤤
"
Ashish Mnc,"Aur South me rhne vale se
"
Abhishek MnC,"Us hisab se ...ashish ko  kisse hoga..?
"
Ashish Mnc,"💸🫰🏻
"
Mintu MnC,"Koi NLP m ja raha h
"
Ashish Mnc,"Tu nhi jarha kya?
"
Mintu MnC,"Ja raha hu
"
Ashish Mnc,"Aaja niche chlte hai
"
Mintu MnC,"Okay aa raha hu
"
Sovan MnC,"<Media omitted>
"
Sovan MnC,"This message was deleted
"
Suraj Kumar,"Ye kya h
"
Sovan MnC,"NLP mai paper me attendance ho raha hai
"
Rishav Ranaut(MnC) Roommate,"lga dia?
"
Sovan MnC,"Lag raha hai sabka
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Mintu MnC,"Done
"
Sovan MnC,"<Media omitted>
"
Asutosh MnC,"Aaj daa mein mnc ka gandbang Kiya hai
"
Suraj Kumar,"Kya bola
"
Asutosh MnC,"Pucho mat
"
Suraj Kumar,"Attendance liya
"
Asutosh MnC,"Bilkul
"
Rishav Ranaut(MnC) Roommate,"kya hua
"
Sovan MnC,"Bhai hum logo ko ghusne nhi diya
"
Rishav Ranaut(MnC) Roommate,"kyu
"
-- Raja,"Kyu? MnC se hai isaliye?
"
Suraj Kumar,"Class se nikal diya kya
"
Sovan MnC,"NLP k baad humlog aaye to ghusne nhi diya. Door close kar diya. AI MNC CSE sab log tha
"
Sovan MnC,"6.05 ko aaya tha. Asif late chora
"
Rishav Ranaut(MnC) Roommate,"fir
"
Sovan MnC,"Room aao
"
-- Raja,"Sab log tha..toh  sirf mnc kyu bol raha
"
Sovan MnC,"Door close kar diya. Ghusnw nhi diya
"
Rishav Ranaut(MnC) Roommate,"wo to uska roj ka hai😂
"
-- Raja,"Ye toh pehle bhi ho chuka hai
"
Sovan MnC,"Mai kaha bola. Class mai kya hua muhhe kya pata
"
-- Raja,"@919123870910
"
Sovan MnC,"Asif k class karo to DAA mei ghusne nhi deta. Bcz 6.05 hua tha.
"
Sovan MnC,"AI walo se puch lena
"
Rishav Ranaut(MnC) Roommate,"mondal is not for beginners.
"
Sovan MnC,"Madarchod randi ka baccha hai wo
"
Rishav Ranaut(MnC) Roommate,"moye moye
"
-- Raja,"Dil ka achha hai
"
Sovan MnC,"Ha ja uske laund chus le
"
-- Raja,"Personal kyu ho raha😂😂😂
"
Souvik IIT Patna MnC,"ও খানকির ছেলে
"
Souvik IIT Patna MnC,"Uska baccha tere pet mein hai?
"
-- Raja,"Ab mai iska Ganda reply kar sakta hun
"
Sovan MnC,"Class me ghusne nhi dega aur kam students dekhke attendance lega
"
-- Raja,"Kya hua batana
"
Rishav Ranaut(MnC) Roommate,"torture krra bsdka
"
-- Raja,"Mentally strong kar raha hai..
"
Sovan MnC,"@919123870910 1st floor aajao
"
-- Raja,"@919123870910 batana
"
Souvik IIT Patna MnC,"Seth ji ko bulau? 🤣
"
Sovan MnC,"Kitna gand de diya usko ki hamesha uska tarif karta hai
"
-- Raja,"Nehi bhai..chill maar
"
-- Raja,"Sarcasm nehi samjhte tum log
"
Abhishek MnC,"Bihar me aaye ho....rajneeti sikh ke jaana sab🙂
"
-- Raja,"@918917060666
"
-- Raja,"MnC is not for beginners
"
Abhishek MnC,"Jaise m rishab ko strong kr diya hu 🙂
"
Rishav Ranaut(MnC) Roommate,"bsdk
"
Manisha Jaishwal Mnc,"toh sbhi late honge n?? bs MnC wale thodi
"
dhruv MnC,"Cse vale lift m mile the unko b bhga diya
"
Manisha Jaishwal Mnc,"tb kya dikkat h chill kro ghum phir k wapas aao
"
Manisha Jaishwal Mnc,"@919123870910 bta kya hua kya bezati kiya MnC ka ... Jalte h sb
"
Asutosh MnC,"Hmm
"
Manisha Jaishwal Mnc,"bezati toh bta kya kiya??
"
Lucky MnC," hmm  haan meri maa...
"
Manisha Jaishwal Mnc,"btao n
"
Asutosh MnC,"Yeh bhi kya he sunna
"
Ashish Mnc,"Beizzati sunne ka itna Mann kr rha sbko
"
Lucky MnC," aaj attendance liya kya DAA mein?? 

Saurya   Surya
Sakshi   Sexy
Anupam  Pompom

saala ye sb miss kr diya
"
Asutosh MnC,"Haa
"
-- Raja,"You deleted this message
"
-- Raja,"You deleted this message
"
Rishav Ranaut(MnC) Roommate,"@917905298719 kahan h tu
"
Manisha Jaishwal Mnc,"Sunao yrr yhi din dekhna Bach gya tha yha aa kr
"
Ashish Mnc,"Tu kaha hai?
"
Rishav Ranaut(MnC) Roommate,"tere room me
"
Ashish Mnc,"Mt dekh na 
Room me to dinbhar padhti rhegi aur apna attendance dusro se lgawayegi
"
Ashish Mnc,"Me samne hu
"
Ashish Mnc,"Lucky ke room me
"
Rishav Ranaut(MnC) Roommate,"room kholo
"
Manisha Jaishwal Mnc,"Kya baat kr rhe yrr daily aati hu DAA me
"
Manisha Jaishwal Mnc,"NLP wireless bs nhi aati
"
Lucky MnC,"waha bhi attendance k khauff mein aati hai
"
Ashish Mnc,"Usi me to jana hai
"
Abhishek MnC,"Aadat h isko😂
"
Ashish Mnc,"Yha aane ke baad aadat bn gyi hai
"
Abhishek MnC,"Kya bolna chah rhe ho ..NSIT me star thi ye🙂
"
Ashish Mnc,"Ha tb kya 
Pucho sahi me thi
"
-- Raja,"@917905298719 kaha hai tu?
"
Ashish Mnc,"Lucky ke room me
"
-- Raja,"Aur kon hai?
"
Ashish Mnc,"Sb
"
-- Raja,"Thik hai
"
Ashish Mnc,"Arha ?
"
-- Raja,"Ruk..muneeb a gya room me..
"
Lucky MnC,"ab aaram se video call krega😂
"
Abhishek MnC,"Raja aa rha h to ....seth ji ko bahar nikalo room se..😂
"
Ashish Mnc,"Sethji khud hi nikal gye room se
"
Lucky MnC,"aa gye
"
Abhishek MnC,"Shakti ko bulao jaldi....hath lagayega 😂
"
Ashish Mnc,"Shocking news loading..............
For @918016037286
"
Manisha Jaishwal Mnc,"Kya??
"
Ashish Mnc,"Notification group dekh
"
Manisha Jaishwal Mnc,"Toh kya hua
"
Manisha Jaishwal Mnc,"Kaun sa cheating hota h
"
Manisha Jaishwal Mnc,"Akele class me bhi baitha de toh bhi kya
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Manisha Jaishwal Mnc,"Kch glt boli kya??
"
Ashish Mnc,"Tumko bhejna tha dusre class me
"
Manisha Jaishwal Mnc,"MnC is not for girls ...ja rhi mai bye guys 🤣🤣
"
Ashish Mnc,"Phli baar ekdm sahi baat boli hai
"
Ashish Mnc,"I'm agreed
"
Shakti Singh Mnc,"Hum tuje girl mante bi nahi h😅
"
Manisha Jaishwal Mnc,"Abe toh kya hi kr loge apne class walo ka face dekh k upr se do char maths walo ka Maths paper me face dekh lo toh depression me chle jaoge
"
Ashish Mnc,"Isiliye to itne din tk reh li
"
Manisha Jaishwal Mnc,"Aisa jhapar lgega n tumko ... Kya bol rhe the mere bare me
"
Rishav Ranaut(MnC) Roommate,"cute ladai
"
Mintu MnC,"Bhai kya h?
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Ashish Mnc,"Aaj tujhko quiz se phle pdhte dekh kr sb depression me chale gye the
"
Manisha Jaishwal Mnc,"Tumko toh call krungi nhi mai ... Mera phone cut kiye
"
Rishav Ranaut(MnC) Roommate,"sigma
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Manisha Jaishwal Mnc,"Ha sb padh k aao aur phir yhi sb bolo
"
Ashish Mnc,"Jyada pyqs krne se yhi hota hai
"
Lucky MnC,"taareef kr rhe thee teri.. isliye call cut usne
"
Manisha Jaishwal Mnc,"Bs yrr itna bhi jhuth nhi bolna ki samne wala bihosh ho jaye
"
Ashish Mnc,"@918839279483 siya ko call krke bol uski roommate behos ho gyi hai
"
Shakti Singh Mnc,"Humko kya pta tha ki tu call pe h🤣🤣🤣
"
Ashish Mnc,"Chup hoja bsdk ab tu
"
Mintu MnC,"WN m to I  not only one
"
Shakti Singh Mnc,"🤣🤣🤣🤣
"
Mintu MnC,"17 se 22 Tak h
"
Shakti Singh Mnc,"Usko starting word yaad dila rha hu🤣🤣
"
Manisha Jaishwal Mnc,"CP bhi h ??
"
Ashish Mnc,"Badhiya hai Manisha ko bhi le jate
"
Mintu MnC,"🤣🤣🤣🤣🤣
"
Manisha Jaishwal Mnc,"Shrma gya ldka 🤣🤣
"
Mintu MnC,"Nehi Malkin Malik k sath e rehega <This message was edited>
"
Ashish Mnc,"Ye joke bhut purana hogya hai 
Ab kuch naya dhundo yaar
"
Mintu MnC,"Abhi Bazar me Neya h kuch din chalne to do <This message was edited>
"
Lucky MnC,"kuch naya bolunga.. msg delete ho jaayega😂
"
Ashish Mnc,"Neha?
Kon hai ye
"
Lucky MnC," Mintu   Naya
Auto correct  Neha
"
Mintu MnC,"Actually kab me huddy  Lucky ban giya h
"
Mintu MnC,"Autocorrect
"
Ashish Mnc,"Tujhe number Mila hai na udhar dhyan de
"
Lucky MnC,"ji maalik
"
Ashish Mnc,"Aashirwad ✋
"
Lucky MnC,"kya bola nhi smjh aaya bhai??
"
Mintu MnC,"05-09 🤣🤣🤣 <This message was edited>
"
Lucky MnC,"ab ye kya hai🥲
"
Mintu MnC,"Tuje number Mila h ja Kam kar
"
Lucky MnC,"bro how should I initiate conversation with her... unknown no. se msg jaayega ajeeb nhi lagega usee🥲
"
Mintu MnC,"Contact Raja
"
Manisha Jaishwal Mnc,"Abe midterm aa rha padhi kro
"
Intaz Mnc,"Insta pe text karo ☕
"
Ashish Mnc,"Good idea
"
Ashish Mnc,"Ab tu side htt ja
"
Manisha Jaishwal Mnc,"Nhi h insta pr
"
Suraj Kumar,"Lucky bakchodi kar na bhai
"
Ashish Mnc,"Kaha pr hai WhatsApp ke alawa?
"
Manisha Jaishwal Mnc,"LinkedIn
"
Lucky MnC,"koi dushmani hai.. toh hisaab barabaar kr le.. 🥲
"
Manisha Jaishwal Mnc,"Abe yrr itna kya sochna kr do msg agr interest hoga toh baat kregi vrna nhi kregi baat <This message was edited>
"
Manisha Jaishwal Mnc,"Itna nhi sochte
"
Lucky MnC,"linkedin ko tinder nhi banana
"
Ashish Mnc,"Ask Rishav
"
Manisha Jaishwal Mnc,"Anisha ka internship ho gya
"
Manisha Jaishwal Mnc,"Cummins me
"
Manisha Jaishwal Mnc,"<Media omitted>
"
Lucky MnC,"kaise kaise log hai.. dost ka ghr bas jaaye nhi chaahta kya
"
Suraj Kumar,"null
"
Ashish Mnc,"Tu kyu khush horhi?
"
Manisha Jaishwal Mnc,"Achi baat h n IIT P me ho rha kisi ka
"
Suraj Kumar,"Abe ab kon ladki aai
"
Suraj Kumar,"Naam batao
"
Sovan MnC,"Wo to hona hi tha
"
Ashish Mnc,"Is ko sb Janna hai
"
Lucky MnC,"hai kuch contacts 1st yr mein.. wo toh abhi 15-20 min mein bag mil jaayega.. pr sonu ko sambhalne do matter
"
Suraj Kumar,"This message was deleted
"
Lucky MnC,"ek hi toh hai 403 mein😌
"
Lucky MnC,"phir toh himanshu k saath hi khush hogi wo
"
Rishav Ranaut(MnC) Roommate,"happy kiss day cuties
"
Manisha Jaishwal Mnc,"Glt jagah msg kr rhe
"
Manisha Jaishwal Mnc,"@918839279483 Siya ko bhukh lgi h
"
Ashish Mnc,"Chale gya Bajrang dal bn ke campus me
"
Manisha Jaishwal Mnc,"Khane k liye bol rhi
"
Manisha Jaishwal Mnc,"Effort dalo kch n kch ho jaye syad
"
Ashish Mnc,"Niche lekr aao use
"
Manisha Jaishwal Mnc,"Mai tumko kya dikhti hu ?? Mtlb vo bachi h ki mai le k aau niche
"
Manisha Jaishwal Mnc,"Call kro
"
Manisha Jaishwal Mnc,"Usko
"
Ashish Mnc,"Murgi😂
"
Manisha Jaishwal Mnc,"<Media omitted>
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Rishav Ranaut(MnC) Roommate,"<Media omitted>
"
Manisha Jaishwal Mnc,"Mera roll number sare subjects me tha n ??? @917905298719
"
Ashish Mnc,"Atma nirbhar bno
"
Lucky MnC,"bc mai toh msg bahut late dekh rha.. kahi bhukh se naa nipat gyi ho
"
Lucky MnC,"ashish bol hi rhi tha.. 16 log hi dikh rhe.. 😂
"
Souvik IIT Patna MnC,"The following students are shortlisted 
Shambhavi, Deepak, Bhavana, Aayush, Anisha and Souvik 
for the next round.
"
Souvik IIT Patna MnC,"Next round mein select ho gaya
"
Ashish Mnc,"Congratulations
"
Manisha Jaishwal Mnc,"Good Congratulations 👏🎊
"
Intaz Mnc,"Les go 🔥
"
Ashish Mnc,"Final selection pr lazeez
"
Intaz Mnc,"Nahi direct highway 😂
"
Ashish Mnc,"Bus vale ka number lena pdega
"
Souvik IIT Patna MnC,"Abhi bhi 3 rounds baki hai ☹️
"
Manisha Jaishwal Mnc,"Ek baat btao kitne seats h unke pas
"
Manisha Jaishwal Mnc,"Itne round q le rha
"
Ashish Mnc,"Midsem ke baad hi chalna hai 
Bs tum interview pr dhyan do
"
Manisha Jaishwal Mnc,"Google bhi itne rounds nhi leta
"
Ashish Mnc,"Kon bola?
"
Souvik IIT Patna MnC,"Sahi me... Itne rounds kaun leta hai
"
Ashish Mnc,"3-4 rounds hote hai 
But ye assignment bna ke dene vala chutiyapa hai
"
Souvik IIT Patna MnC,"Ye bhi ek round hai...
"
Manisha Jaishwal Mnc,"4 hote but vo Google h
"
Souvik IIT Patna MnC,"Aur group mein bol raha hi delay hoga agle rounds mein
"
Ashish Mnc,"Yes
"
Ashish Mnc,"Uske interview me probability ke simple formula bhi nhi pucha jata
"
Manisha Jaishwal Mnc,"Ye bhi h
"
Manisha Jaishwal Mnc,"Souvik kya pucha tha interview me???
"
Ashish Mnc,"Yhi sb
"
Manisha Jaishwal Mnc,"Ruko n btane do uski
"
Manisha Jaishwal Mnc,"Usko*
"
Ashish Mnc,"Btao Bhai @919830608824
"
Manisha Jaishwal Mnc,"Mere ko toh Bhavna ne bola bhut depth me sb kch pucha
"
